facility_name,latitude,longitude,observed_datetime,hour_of_day,day_of_week,is_weekend,is_holiday,capacity,base_rate_kes,traffic_delay_index,occupied_bays,occupancy_rate,is_available
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,8,0.162,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,15,0.2916,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 06:00:00,6,5,1,0,50,100,1.19,12,0.2416,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 06:00:00,6,5,1,0,50,100,1.18,5,0.1,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,15,0.3026,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,12,0.2381,1
Parking B,-1.2806414,36.8128716,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,17,0.3362,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,8,0.1524,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,5,0.1,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,13,0.2623,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,13,0.2633,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,5,0.1047,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,8,0.1617,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,23,0.4604,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 07:00:00,7,5,1,0,50,300,1.15,11,0.2156,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 07:00:00,7,5,1,0,50,100,1.16,15,0.2985,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,9,0.1879,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 07:00:00,7,5,1,0,50,200,1.0,5,0.1,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 07:00:00,7,5,1,0,50,50,1.0,11,0.2264,1
Student parking,-1.274479,36.805643,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,11,0.2188,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,10,0.208,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,12,0.2308,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 07:00:00,7,5,1,0,50,100,1.19,13,0.2611,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 07:00:00,7,5,1,0,50,100,1.18,11,0.228,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,7,0.1389,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,14,0.2789,1
Parking B,-1.2806414,36.8128716,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,5,0.1,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,5,0.1,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 07:00:00,7,5,1,0,50,100,1.0,15,0.2991,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,28,0.5506,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,25,0.5054,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,20,0.3984,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,23,0.4534,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,24,0.489,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 08:00:00,8,5,1,0,50,300,1.15,19,0.3823,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 08:00:00,8,5,1,0,50,100,1.16,23,0.4509,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,28,0.5622,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 08:00:00,8,5,1,0,50,200,1.0,31,0.6242,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 08:00:00,8,5,1,0,50,50,1.0,24,0.4764,1
Student parking,-1.274479,36.805643,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,29,0.5705,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,18,0.3569,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,28,0.5628,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 08:00:00,8,5,1,0,50,100,1.19,22,0.4457,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 08:00:00,8,5,1,0,50,100,1.18,27,0.5346,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,25,0.4902,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,31,0.6156,1
Parking B,-1.2806414,36.8128716,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,22,0.44,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,28,0.5602,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 08:00:00,8,5,1,0,50,100,1.0,24,0.4876,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,25,0.4973,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,25,0.4953,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,22,0.4423,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,25,0.5089,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,25,0.505,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 09:00:00,9,5,1,0,50,300,1.15,26,0.5293,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 09:00:00,9,5,1,0,50,100,1.16,26,0.5168,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,29,0.5738,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 09:00:00,9,5,1,0,50,200,1.0,29,0.5839,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 09:00:00,9,5,1,0,50,50,1.0,21,0.426,1
Student parking,-1.274479,36.805643,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,29,0.5795,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,21,0.4151,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,28,0.557,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 09:00:00,9,5,1,0,50,100,1.19,28,0.5596,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 09:00:00,9,5,1,0,50,100,1.18,18,0.3571,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,26,0.5174,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,24,0.4725,1
Parking B,-1.2806414,36.8128716,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,22,0.4493,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,31,0.6181,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 09:00:00,9,5,1,0,50,100,1.0,23,0.4577,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,22,0.4455,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,26,0.5161,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,28,0.5648,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,25,0.4987,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,30,0.6033,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 10:00:00,10,5,1,0,50,300,1.15,28,0.5525,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 10:00:00,10,5,1,0,50,100,1.16,17,0.3357,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,23,0.4676,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 10:00:00,10,5,1,0,50,200,1.0,23,0.4651,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 10:00:00,10,5,1,0,50,50,1.0,27,0.5483,1
Student parking,-1.274479,36.805643,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,15,0.3,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,36,0.7139,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,28,0.5525,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 10:00:00,10,5,1,0,50,100,1.19,26,0.5219,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 10:00:00,10,5,1,0,50,100,1.18,30,0.6045,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,35,0.6975,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,29,0.5797,1
Parking B,-1.2806414,36.8128716,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,29,0.5859,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,26,0.5205,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 10:00:00,10,5,1,0,50,100,1.0,25,0.4987,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,24,0.4719,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,22,0.4439,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,23,0.455,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,20,0.402,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,25,0.5039,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 11:00:00,11,5,1,0,50,300,1.15,19,0.3752,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 11:00:00,11,5,1,0,50,100,1.16,26,0.5253,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,25,0.5071,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 11:00:00,11,5,1,0,50,200,1.0,26,0.5218,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 11:00:00,11,5,1,0,50,50,1.0,23,0.4682,1
Student parking,-1.274479,36.805643,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,38,0.7561,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,31,0.6188,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,21,0.4104,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 11:00:00,11,5,1,0,50,100,1.19,26,0.5286,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 11:00:00,11,5,1,0,50,100,1.18,23,0.4614,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,21,0.4288,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,20,0.4028,1
Parking B,-1.2806414,36.8128716,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,27,0.5446,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,23,0.4555,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 11:00:00,11,5,1,0,50,100,1.0,29,0.5874,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,25,0.4995,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,26,0.5299,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,18,0.3518,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,23,0.458,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,24,0.4706,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 12:00:00,12,5,1,0,50,300,1.15,19,0.3821,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 12:00:00,12,5,1,0,50,100,1.16,18,0.3583,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,27,0.5488,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 12:00:00,12,5,1,0,50,200,1.0,22,0.4382,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 12:00:00,12,5,1,0,50,50,1.0,24,0.4709,1
Student parking,-1.274479,36.805643,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,18,0.3542,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,16,0.3225,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,19,0.3744,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 12:00:00,12,5,1,0,50,100,1.19,21,0.4101,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 12:00:00,12,5,1,0,50,100,1.18,17,0.3349,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,21,0.4192,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,14,0.2849,1
Parking B,-1.2806414,36.8128716,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,17,0.3304,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,24,0.4737,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 12:00:00,12,5,1,0,50,100,1.0,23,0.4683,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,24,0.4786,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,21,0.4286,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,21,0.4278,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,24,0.4801,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,28,0.5616,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 13:00:00,13,5,1,0,50,300,1.15,29,0.5843,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 13:00:00,13,5,1,0,50,100,1.16,24,0.4703,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,21,0.4177,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 13:00:00,13,5,1,0,50,200,1.0,27,0.5314,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 13:00:00,13,5,1,0,50,50,1.0,22,0.4441,1
Student parking,-1.274479,36.805643,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,23,0.4685,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,31,0.616,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,29,0.5762,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 13:00:00,13,5,1,0,50,100,1.19,26,0.5226,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 13:00:00,13,5,1,0,50,100,1.18,20,0.4082,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,26,0.5269,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,30,0.595,1
Parking B,-1.2806414,36.8128716,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,24,0.4799,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,31,0.6181,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 13:00:00,13,5,1,0,50,100,1.0,31,0.6134,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,32,0.6431,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,27,0.5344,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,28,0.557,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,31,0.6231,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,27,0.5458,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 14:00:00,14,5,1,0,50,300,1.15,23,0.4699,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 14:00:00,14,5,1,0,50,100,1.16,24,0.4741,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,26,0.5291,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 14:00:00,14,5,1,0,50,200,1.0,20,0.4068,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 14:00:00,14,5,1,0,50,50,1.0,25,0.4985,1
Student parking,-1.274479,36.805643,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,30,0.5977,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,17,0.3347,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,32,0.6328,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 14:00:00,14,5,1,0,50,100,1.19,30,0.5998,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 14:00:00,14,5,1,0,50,100,1.18,24,0.4732,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,28,0.5535,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,26,0.5103,1
Parking B,-1.2806414,36.8128716,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,30,0.6084,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,29,0.5886,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 14:00:00,14,5,1,0,50,100,1.0,20,0.398,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,28,0.557,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,25,0.4935,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,26,0.5166,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,23,0.4517,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,32,0.6499,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 15:00:00,15,5,1,0,50,300,1.15,30,0.5932,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 15:00:00,15,5,1,0,50,100,1.16,23,0.4508,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,20,0.4032,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 15:00:00,15,5,1,0,50,200,1.0,24,0.4791,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 15:00:00,15,5,1,0,50,50,1.0,27,0.5448,1
Student parking,-1.274479,36.805643,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,26,0.5292,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,31,0.6103,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,29,0.5732,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 15:00:00,15,5,1,0,50,100,1.19,29,0.5876,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 15:00:00,15,5,1,0,50,100,1.18,27,0.5361,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,20,0.3989,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,25,0.4943,1
Parking B,-1.2806414,36.8128716,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,30,0.5948,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,25,0.5059,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 15:00:00,15,5,1,0,50,100,1.0,28,0.5502,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,24,0.4845,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,21,0.4276,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,25,0.5001,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,27,0.5347,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,23,0.4575,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 16:00:00,16,5,1,0,50,300,1.15,25,0.4911,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 16:00:00,16,5,1,0,50,100,1.16,22,0.4348,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,30,0.5995,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 16:00:00,16,5,1,0,50,200,1.0,24,0.4864,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 16:00:00,16,5,1,0,50,50,1.0,31,0.6262,1
Student parking,-1.274479,36.805643,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,32,0.6323,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,25,0.5035,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,21,0.4293,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 16:00:00,16,5,1,0,50,100,1.19,17,0.3431,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 16:00:00,16,5,1,0,50,100,1.18,20,0.3922,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,20,0.4001,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,31,0.6203,1
Parking B,-1.2806414,36.8128716,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,26,0.5193,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,27,0.5412,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 16:00:00,16,5,1,0,50,100,1.0,17,0.3324,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,16,0.3242,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,25,0.491,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,22,0.4429,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,20,0.4082,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,23,0.4652,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 17:00:00,17,5,1,0,50,300,1.15,28,0.5509,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 17:00:00,17,5,1,0,50,100,1.16,20,0.4023,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,21,0.4255,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 17:00:00,17,5,1,0,50,200,1.0,22,0.4354,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 17:00:00,17,5,1,0,50,50,1.0,31,0.6114,1
Student parking,-1.274479,36.805643,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,13,0.2521,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,24,0.4747,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,21,0.4108,1
Unnamed Parking,-1.259848,36.8644681,2026-08-15 17:00:00,17,5,1,0,50,100,1.19,23,0.4653,1
Travel House Parking,-1.2861727,36.8214386,2026-08-15 17:00:00,17,5,1,0,50,100,1.18,18,0.3674,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,21,0.4161,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,24,0.4769,1
Parking B,-1.2806414,36.8128716,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,33,0.669,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,24,0.4846,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-15 17:00:00,17,5,1,0,50,100,1.0,18,0.3522,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 18:00:00,18,5,1,0,50,100,1.0,19,0.3861,1
